Id,LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold
252,86,4750,0,0,0,0,1,5,5,2,0,7,1970,816,3,1,0,0,0,0,1,1039,0,2008
253,92,9291,1,0,0,0,0,7,5,2,1,8,1915,747,2,1,0,0,0,0,1,1576,0,2007
254,80,5500,1,0,0,0,0,7,6,2,0,6,1923,864,3,1,0,0,0,0,1,848,0,2006
255,74,4928,1,0,0,0,0,8,5,2,0,5,1996,1187,3,1,0,0,0,0,1,1092,0,2008
256,60,9450,1,0,0,0,0,5,6,2,0,10,1970,1390,4,1,0,0,0,0,1,1041,0,2006
257,24,4435,1,0,0,0,0,9,5,1,0,4,1953,644,4,1,0,0,0,0,1,1344,0,2009
258,67,1890,1,0,0,0,0,4,7,2,0,7,1941,660,3,1,0,0,0,0,1,1200,0,2009
259,66,8760,1,0,0,0,0,6,7,2,1,9,1946,1187,3,1,0,0,0,0,1,1336,0,2006
260,150,14559,1,0,0,0,0,6,5,1,0,6,1932,1032,2,1,0,0,0,0,1,1258,0,2009
261,55,9297,1,0,0,0,0,7,3,1,1,7,1959,560,3,0,1,0,0,0,1,970,0,2007
262,60,11200,1,0,0,0,0,7,8,2,0,5,1935,636,4,1,0,0,0,0,1,1978,0,2010
263,60,11851,1,0,0,0,0,7,5,2,0,9,1999,1314,3,1,0,0,0,0,1,943,0,2008
264,50,9550,0,1,0,0,0,10,5,1,1,6,2008,993,4,1,0,0,0,0,1,1217,0,2007
265,74,8544,1,0,0,0,0,7,6,2,0,6,1980,1314,6,1,0,0,0,0,1,1512,0,2008
266,,11553,0,0,0,1,0,5,7,2,0,8,2008,1698,3,1,0,0,0,0,1,1743,0,2009
267,71,8004,1,0,0,0,0,4,5,2,0,3,1998,720,3,1,0,0,0,0,1,1192,0,2007
268,72,14963,1,0,0,0,0,6,5,2,1,11,1941,1008,1,1,0,0,0,0,1,2624,0,2006
269,49,7024,0,1,0,0,0,5,7,2,0,6,1957,1078,3,1,0,0,0,0,1,1306,0,2006
270,,10437,1,0,0,0,0,6,5,1,0,7,1979,952,3,1,0,0,0,0,1,768,0,2007
271,60,7200,1,0,0,0,0,4,7,3,1,8,1945,576,3,1,0,0,0,0,1,912,0,2008
272,32,70761,1,0,0,0,0,6,7,2,0,7,2007,1385,3,1,0,0,0,0,1,1456,0,2008
273,70,5604,1,0,0,0,0,6,7,1,0,6,2000,616,3,1,0,0,0,0,1,1180,0,2010
274,,8366,1,0,0,0,0,5,6,1,1,7,1925,1444,4,1,0,0,0,0,1,971,0,2007
275,70,10637,0,1,0,0,0,5,4,1,0,10,1892,1040,2,1,0,0,0,0,1,1456,0,2007
276,80,7588,1,0,0,0,0,5,7,2,0,7,1940,1273,4,1,0,0,0,1,0,1644,0,2010
277,60,8600,1,0,0,0,0,5,8,1,1,6,1930,600,3,1,0,0,0,0,1,1414,0,2010
278,,6762,1,0,0,0,0,6,7,1,0,6,1983,793,4,1,0,0,0,0,1,999,0,2009
279,61,6204,1,0,0,0,0,6,5,1,0,6,1958,894,1,1,0,0,0,1,0,894,0,2008
280,62,17120,1,0,0,0,0,5,7,2,0,8,1960,1424,3,1,0,0,0,0,1,912,0,2009
281,75,7990,1,0,0,0,0,4,5,1,0,6,1959,1311,3,1,0,0,0,0,1,1707,0,2007
282,60,11194,1,0,0,0,0,8,8,1,1,6,1910,1144,1,1,0,0,0,0,1,1324,0,2009
283,,9142,1,0,0,0,0,7,6,2,0,4,1980,1518,1,1,0,0,0,0,1,1155,0,2008
284,82,5400,1,0,0,0,0,7,6,2,0,8,1953,1204,3,1,0,0,0,0,1,2320,0,2007
285,47,10624,1,0,0,0,0,6,7,2,0,9,1992,1151,2,1,0,0,0,0,1,1192,0,2007
286,91,26178,1,0,0,0,0,5,6,2,0,8,1967,756,3,1,0,0,0,0,1,1422,0,2010
287,83,8000,1,0,0,0,0,5,6,2,1,4,2006,1097,5,1,0,0,0,0,1,1113,0,2006
288,40,11888,1,0,0,0,0,6,9,1,0,5,1979,1010,3,1,0,0,0,0,1,2554,0,2009
289,66,7596,1,0,0,0,0,6,5,1,0,6,1918,1028,3,1,0,0,0,1,0,1661,0,2006
290,69,8834,1,0,0,0,0,6,7,2,0,9,2006,1470,4,1,0,0,0,0,1,1792,0,2007
291,,6240,1,0,0,0,0,6,5,1,1,5,1961,1057,2,1,0,0,0,1,0,1719,0,2009
292,,12640,1,0,0,0,0,7,5,1,0,5,2003,1434,2,1,0,0,0,0,1,2614,0,2010
293,70,3675,1,0,0,0,0,6,8,1,1,6,2007,936,2,1,0,0,0,1,0,1790,0,2009
294,75,7920,0,0,0,0,1,5,8,1,0,5,1936,1482,3,0,1,0,0,0,1,988,0,2007
295,69,6060,0,0,0,0,1,5,5,1,0,5,1918,1262,2,1,0,0,0,0,1,1501,0,2007
296,24,16770,1,0,0,0,0,8,5,1,0,8,1978,600,3,1,0,0,0,0,1,720,0,2009
297,71,12394,0,0,1,0,0,6,5,2,0,6,2008,696,2,1,0,0,0,0,1,1111,0,2007
298,53,14215,1,0,0,0,0,6,5,2,1,7,1996,864,4,1,0,0,0,0,1,1056,0,2009
299,63,6000,1,0,0,0,0,5,6,2,0,7,1958,1073,2,1,0,0,0,0,1,1144,0,2008
300,80,11606,1,0,0,0,0,7,8,2,1,5,1929,729,4,1,0,0,0,0,1,1786,0,2006
301,92,9855,0,0,0,0,1,9,5,1,0,8,1936,907,3,1,0,0,0,1,0,2078,0,2008
302,110,9100,1,0,0,0,0,5,5,1,1,7,2007,1142,2,1,0,0,0,0,1,1471,0,2006
303,94,7596,1,0,0,0,0,6,5,1,1,7,1961,970,3,1,0,0,0,0,1,2462,0,2009
304,50,9360,1,0,0,0,0,7,5,2,1,8,2007,672,2,1,0,0,0,0,1,2161,0,2007
305,,11475,0,0,0,0,1,4,8,1,0,6,1958,1566,4,1,0,0,0,0,1,1224,0,2008
306,63,8176,1,0,0,0,0,7,8,1,1,6,1955,720,3,1,0,0,0,0,1,1788,0,2007
307,,9430,0,0,1,0,0,5,5,1,0,12,2003,768,4,1,0,0,0,0,1,2630,0,2006
308,105,4274,0,0,0,0,1,5,7,1,0,7,2004,1561,3,1,0,0,0,0,1,925,0,2007
309,,5500,0,0,1,0,0,7,7,2,1,4,1989,1199,2,1,0,0,0,0,1,1743,0,2010
310,,8800,1,0,0,0,0,6,5,1,0,3,2006,1276,3,1,0,0,0,0,1,1302,0,2007
311,70,6380,1,0,0,0,0,8,6,2,0,4,1950,1248,3,1,0,0,0,0,1,1053,0,2009
312,41,8520,1,0,0,0,0,5,5,2,0,5,2006,1190,3,1,0,0,0,0,1,1126,0,2006
313,44,11049,1,0,0,0,0,5,5,1,0,8,1992,768,3,1,0,0,0,0,1,882,0,2007
314,69,9500,1,0,0,0,0,6,5,2,0,5,1968,528,3,1,0,0,0,0,1,1440,0,2009
315,,2544,1,0,0,0,0,5,5,1,1,4,1936,1029,3,1,0,0,0,0,1,1152,0,2006
316,58,1300,1,0,0,0,0,6,5,1,0,7,1955,1145,3,1,0,0,0,0,1,1097,0,2008
317,75,8125,1,0,0,0,0,5,5,1,1,11,1925,824,3,1,0,0,0,0,1,912,0,2010
318,60,21000,1,0,0,0,0,8,6,1,1,6,1989,1705,3,1,0,0,0,0,1,2596,0,2007
319,105,5586,1,0,0,0,0,7,5,2,0,8,2004,1092,3,1,0,0,0,0,1,2098,0,2009
320,116,13568,1,0,0,0,0,7,5,1,1,8,1997,1494,3,1,0,0,0,1,0,1774,0,2008
321,56,7420,0,0,0,1,0,5,7,1,0,5,1931,858,3,1,0,0,0,0,1,1482,0,2007
322,85,3604,1,0,0,0,0,4,6,1,0,5,2005,936,3,1,0,0,0,0,1,1582,0,2006
323,86,14585,0,1,0,0,0,8,6,1,1,6,1961,660,3,1,0,0,0,0,1,1801,0,2010
324,75,8462,1,0,0,0,0,6,5,2,0,6,1965,1004,2,1,0,0,0,0,1,1774,0,2010
325,60,13907,0,0,0,0,1,7,5,1,0,5,1950,864,2,1,0,0,0,0,1,1456,0,2008
326,60,6960,1,0,0,0,0,8,5,2,0,7,1969,1094,3,1,0,0,0,0,1,1296,0,2006
327,40,4590,1,0,0,0,0,8,6,2,0,6,1965,686,2,1,0,0,0,0,1,860,0,2009
328,92,10400,0,0,0,0,1,5,6,2,0,8,1920,1256,3,1,0,0,0,0,1,2332,0,2008
329,,6420,1,0,0,0,0,7,9,1,0,9,1918,804,3,1,0,0,0,0,1,1352,0,2007
330,80,7819,1,0,0,0,0,8,5,2,0,4,2000,1063,3,1,0,0,0,0,1,1720,0,2008
331,64,6762,1,0,0,0,0,7,7,1,0,4,1924,1057,3,1,0,0,0,0,1,1060,0,2006
332,21,4400,1,0,0,0,0,6,6,1,1,8,1964,979,3,1,0,0,0,1,0,720,0,2007
333,74,9600,1,0,0,0,0,5,5,2,1,5,1920,697,3,1,0,0,0,0,1,1886,0,2006
334,60,10667,1,0,0,0,0,5,5,1,0,5,1967,1362,3,1,0,0,0,0,1,1574,0,2007
335,71,7844,1,0,0,0,0,6,5,2,0,7,1999,991,3,1,0,0,0,0,1,1056,0,2008
336,81,6000,1,0,0,0,0,5,6,1,0,4,1912,1623,1,1,0,0,0,0,1,1026,0,2006
337,,8529,1,0,0,0,0,6,5,2,0,6,1978,1003,3,1,0,0,0,0,1,789,512,2008
338,30,7420,1,0,0,0,0,8,5,1,0,9,1961,1269,3,1,0,0,0,0,1,1536,0,2007
339,47,13710,0,0,0,0,1,5,6,1,1,6,1997,720,2,1,0,0,0,0,1,1775,0,2008
340,69,7795,1,0,0,0,0,9,5,1,1,5,1995,998,3,1,0,0,0,0,1,1456,0,2007
341,80,9591,1,0,0,0,0,5,5,1,0,7,2006,832,4,1,0,0,0,0,1,2295,0,2006
342,60,10970,1,0,0,0,0,5,5,2,0,7,2005,918,2,1,0,0,0,0,1,1839,0,2008
343,98,10200,1,0,0,0,0,5,6,2,0,5,1958,1161,2,1,0,0,0,0,1,1041,0,2010
344,50,12003,1,0,0,0,0,5,7,2,1,6,2005,1002,2,1,0,0,0,0,1,1048,0,2009
345,,10634,1,0,0,0,0,7,5,2,0,9,1991,1752,2,1,0,0,0,0,1,1344,0,2009
346,64,13286,0,0,0,1,0,7,6,2,1,5,1930,2109,2,1,0,0,0,0,1,2554,0,2006
347,82,9100,1,0,0,0,0,6,6,0,0,8,1976,1428,2,1,0,0,0,0,1,1487,0,2006
348,,11846,1,0,0,0,0,7,8,2,1,9,2000,1742,3,1,0,0,0,0,1,1494,0,2007
349,21,11316,1,0,0,0,0,6,4,1,1,6,1970,848,3,1,0,0,0,0,1,2256,0,2008
350,43,4388,0,0,0,0,1,8,8,1,0,9,1908,1860,3,1,0,0,0,0,1,845,0,2009
351,67,16321,1,0,0,0,0,7,7,1,0,5,2007,1040,3,1,0,0,0,0,1,1494,0,2009
352,65,9206,0,0,0,0,1,5,7,1,1,6,1978,1053,4,1,0,0,0,0,1,1464,0,2009
353,24,7795,1,0,0,0,0,6,5,2,0,6,1961,894,3,1,0,0,0,0,1,1640,0,2008
354,80,14154,1,0,0,0,0,5,5,2,0,4,1999,616,2,1,0,0,0,0,1,864,0,2007
355,149,8536,1,0,0,0,0,5,5,2,0,5,1992,940,3,1,0,0,0,0,1,630,0,2008
356,107,2544,1,0,0,0,0,5,7,2,0,4,1996,1080,3,1,0,0,0,0,1,1142,0,2009
357,102,8520,0,0,1,0,0,8,5,1,0,4,2005,1713,3,1,0,0,0,0,1,1144,0,2009
358,60,10800,1,0,0,0,0,7,5,1,0,5,1910,1202,3,1,0,0,0,0,1,1163,0,2009
359,41,6762,0,0,0,0,1,5,5,2,0,6,1976,858,2,1,0,0,0,0,1,1304,0,2008
360,65,2117,1,0,0,0,0,7,5,1,0,5,1977,1324,3,1,0,0,0,0,1,1920,0,2009
361,70,9464,1,0,0,0,0,7,6,2,0,5,1934,1057,2,1,0,0,0,0,1,1640,0,2010
362,70,12822,1,0,0,0,0,8,5,2,0,9,1928,1021,4,1,0,0,0,0,1,1718,0,2009
363,86,7879,1,0,0,0,0,6,5,1,0,6,2003,988,3,1,0,0,0,0,1,1493,0,2010
364,,16492,1,0,0,0,0,7,5,2,0,5,1910,525,3,1,0,0,0,0,1,1347,0,2010
365,50,7301,1,0,0,0,0,6,6,2,0,6,2006,1086,3,1,0,0,0,0,1,1458,0,2010
366,,18450,1,0,0,0,0,5,5,2,0,8,2002,372,4,1,0,0,0,0,1,1196,0,2010
367,71,11645,1,0,0,0,0,7,5,2,0,6,1960,761,4,1,0,0,0,0,1,864,0,2009
368,52,159000,1,0,0,0,0,7,5,1,0,7,1993,768,3,1,0,0,0,0,1,1349,0,2010
369,67,5600,1,0,0,0,0,8,5,1,0,8,1990,1164,2,1,0,0,0,0,1,1430,0,2010
370,72,9548,1,0,0,0,0,5,5,2,1,6,1939,319,3,1,0,0,0,0,1,1220,0,2009
371,78,7795,1,0,0,0,0,8,7,2,0,10,1965,1094,3,1,0,0,0,0,1,1820,0,2010
372,100,8125,1,0,0,0,0,9,6,2,0,9,1993,0,2,1,0,0,0,0,1,1116,0,2009
373,110,4928,1,0,0,0,0,6,5,2,1,6,1930,832,1,1,0,0,0,0,1,2034,0,2007
374,92,1950,1,0,0,0,0,7,5,1,0,6,2008,943,0,1,0,0,0,0,1,1915,0,2009
375,69,11911,1,0,0,0,0,5,5,1,1,8,1898,861,2,1,0,0,0,0,1,1200,0,2007
376,60,8125,1,0,0,0,0,5,5,2,0,5,2002,738,3,1,0,0,0,0,1,1316,0,2009
377,,7875,1,0,0,0,0,7,5,1,0,5,1965,1064,3,1,0,0,0,0,1,1180,0,2009
378,141,8450,1,0,0,0,0,7,8,2,0,6,1910,728,3,1,0,0,0,0,1,1317,0,2006
379,86,8393,1,0,0,0,0,7,8,2,0,6,1941,1143,3,1,0,0,0,1,0,1626,0,2007
380,,10402,0,0,1,0,0,6,5,2,0,6,1999,540,4,1,0,0,0,0,1,1287,0,2006
381,66,8248,1,0,0,0,0,5,6,1,0,4,1958,951,3,1,0,0,0,0,1,2230,0,2006
382,60,7000,1,0,0,0,0,7,5,3,0,6,1948,384,4,1,0,0,0,0,1,958,0,2009
383,62,6858,0,0,0,0,1,6,7,1,0,6,2008,954,4,1,0,0,0,0,1,1319,0,2006
384,75,9525,1,0,0,0,0,8,6,1,0,12,1930,832,2,1,0,0,0,0,1,1867,0,2009
385,70,7018,1,0,0,0,0,5,5,2,0,5,2005,1107,2,1,0,0,0,0,1,848,0,2008
386,55,46589,1,0,0,0,0,5,5,1,0,8,1965,1581,3,1,0,0,0,0,1,1768,0,2010
387,75,11616,1,0,0,0,0,6,5,2,0,6,2003,1436,3,1,0,0,0,0,1,981,0,2006
388,84,4500,1,0,0,0,0,6,5,1,0,6,1955,1288,3,1,0,0,0,0,1,2217,0,2009
389,,9320,1,0,0,0,0,5,6,2,0,7,1963,1208,4,1,0,0,0,0,1,923,0,2007
390,75,9291,1,0,0,0,0,7,5,1,0,7,1973,940,3,1,0,0,0,0,1,1164,0,2010
391,70,8121,1,0,0,0,0,6,5,1,1,7,1970,738,3,1,0,0,0,0,1,955,0,2006
392,32,10800,1,0,0,0,0,6,6,2,0,6,1986,975,1,1,0,0,0,0,1,1144,0,2009
393,70,13891,1,0,0,0,0,6,8,2,0,5,2002,1719,2,1,0,0,0,0,1,1232,0,2010
394,95,14536,1,0,0,0,0,5,7,2,1,6,2005,1461,3,1,0,0,0,0,1,1644,0,2006
395,38,13350,1,0,0,0,0,8,2,2,0,7,1971,866,2,1,0,0,0,0,1,1665,0,2008
396,100,10041,1,0,0,0,0,5,5,1,0,7,1950,1533,3,1,0,0,0,0,1,2230,0,2008
397,33,12416,1,0,0,0,0,7,5,2,0,5,2004,1408,3,1,0,0,0,0,1,1381,0,2010
398,60,12342,1,0,0,0,0,7,5,2,0,5,1997,768,2,1,0,0,0,0,1,2643,0,2007
399,50,8777,0,0,0,1,0,6,6,1,0,3,1965,1249,4,1,0,0,0,0,1,1721,0,2009
400,90,9248,1,0,0,0,0,5,5,1,1,6,2006,729,3,1,0,0,0,0,1,1915,0,2010
401,60,9000,1,0,0,0,0,5,5,1,0,7,1966,600,1,1,0,0,0,0,1,800,0,2009
402,63,10200,1,0,0,0,0,8,6,1,1,4,1991,1728,3,1,0,0,0,0,1,841,0,2006
403,,10800,0,0,0,0,1,4,5,2,0,11,1957,1252,4,1,0,0,0,0,1,3222,0,2010
404,,10364,1,0,0,0,0,5,6,1,0,5,2005,1064,3,1,0,0,0,0,1,1054,0,2010
405,,8820,1,0,0,0,0,7,6,2,0,4,1950,504,3,1,0,0,0,0,1,1026,0,2009
406,74,6173,1,0,0,0,0,7,6,1,1,7,1951,1800,1,1,0,0,0,0,1,1077,0,2009
407,118,40094,0,1,0,0,0,5,7,1,1,5,1920,1728,2,1,0,0,0,0,1,720,0,2010
408,88,10084,1,0,0,0,0,7,7,1,0,7,1918,858,2,1,0,0,0,0,1,1097,0,2009
409,65,11500,1,0,0,0,0,7,4,2,1,4,1996,944,3,1,0,0,0,1,0,1118,0,2009
410,38,11838,1,0,0,0,0,8,5,2,1,6,1918,1522,3,1,0,0,0,0,1,2062,0,2008
411,100,4130,1,0,0,0,0,8,6,2,0,6,1960,616,2,1,0,0,0,0,1,987,0,2008
412,82,9416,1,0,0,0,0,8,5,1,0,5,1961,1194,3,1,0,0,0,0,1,1567,0,2009
413,34,9000,1,0,0,0,0,5,5,1,1,6,2007,1138,2,1,0,0,0,0,1,1978,0,2008
414,65,8750,1,0,0,0,0,5,5,1,1,8,1962,1424,3,1,0,0,0,0,1,1728,0,2007
415,36,12508,1,0,0,0,0,6,5,2,0,6,1949,1190,3,1,0,0,0,0,1,1039,0,2009
416,,1680,1,0,0,0,0,6,5,1,0,5,2005,819,3,1,0,0,0,0,1,1844,0,2009
417,55,6911,1,0,0,0,0,6,5,2,1,8,2004,2035,3,1,0,0,0,0,1,1316,0,2008
418,58,5389,1,0,0,0,0,7,7,2,0,6,1973,856,3,1,0,0,0,0,1,1285,0,2007
419,63,8712,0,0,1,0,0,3,8,3,1,8,1920,1176,4,1,0,0,0,0,1,1968,0,2006
420,60,4438,1,0,0,0,0,9,5,1,0,8,2000,1190,3,1,0,0,0,0,1,1228,0,2009
421,,12665,0,0,1,0,0,6,6,2,1,7,1934,783,5,1,0,0,0,0,1,1196,0,2008
422,96,7200,1,0,0,0,0,6,7,2,0,5,1994,1107,3,1,0,0,0,0,1,1235,0,2009
423,,10264,0,0,0,0,1,6,8,1,1,8,1916,1453,3,1,0,0,0,0,1,1200,0,2006
424,120,8750,1,0,0,0,0,5,7,1,0,5,1975,1214,4,1,0,0,0,0,1,2080,0,2009
425,60,9600,0,0,0,0,1,5,5,1,0,6,1996,795,3,1,0,0,0,0,1,1732,0,2010
426,45,11340,1,0,0,0,0,5,6,1,0,8,1948,956,2,1,0,0,0,0,1,1501,0,2008
427,80,12772,1,0,0,0,0,5,5,2,0,8,1955,1656,3,1,0,0,0,0,1,2531,0,2006
428,,7535,1,0,0,0,0,5,5,2,1,5,1925,1008,4,1,0,0,0,0,1,1506,0,2006
429,,6380,1,0,0,0,0,5,5,2,0,5,2001,520,3,1,0,0,0,0,1,965,0,2008
430,105,9590,1,0,0,0,0,5,5,2,0,7,1930,1203,2,1,0,0,0,0,1,1572,0,2009
431,60,3982,1,0,0,0,0,8,5,2,1,7,1961,528,4,1,0,0,0,0,1,1494,0,2009
432,89,9612,1,0,0,0,0,7,5,2,1,6,2003,1728,3,1,0,0,0,0,1,912,0,2010
433,,2522,1,0,0,0,0,7,7,1,0,7,1968,938,3,1,0,0,0,0,1,1375,0,2007
434,60,8197,1,0,0,0,0,6,5,1,0,5,1948,848,3,1,0,0,0,0,1,1208,0,2009
435,,7032,0,1,0,0,0,7,7,2,1,5,1986,1522,4,1,0,0,0,0,1,2236,0,2007
436,114,8877,1,0,0,0,0,5,5,2,1,6,1954,952,3,1,0,0,0,0,1,952,0,2008
437,70,8172,1,0,0,0,0,5,7,1,1,6,1993,1248,3,1,0,0,0,0,1,1750,0,2007
438,,7200,1,0,0,0,0,6,5,1,0,7,1997,660,1,1,0,0,0,0,1,1742,0,2006
439,95,14948,1,0,0,0,0,5,6,2,1,4,1953,1385,3,1,0,0,0,0,1,1664,0,2009
440,,21750,1,0,0,0,0,5,5,2,1,5,2004,1311,4,1,0,0,0,0,1,1004,0,2007
441,33,9965,1,0,0,0,0,7,9,2,0,9,1954,1008,3,1,0,0,0,0,1,1839,0,2009
442,50,10440,1,0,0,0,0,3,5,1,1,8,2000,912,4,1,0,0,0,0,1,1097,0,2008
443,74,7937,1,0,0,0,0,6,6,1,0,6,1979,696,2,1,0,0,0,0,1,1218,0,2010
444,134,9636,1,0,0,0,0,6,4,1,0,6,1930,848,3,1,0,0,0,0,1,1376,0,2009
445,100,10142,1,0,0,0,0,5,5,1,0,8,1954,1202,3,1,0,0,0,0,1,2113,0,2007
446,78,21750,0,0,1,0,0,6,5,2,1,4,1982,0,3,1,0,0,0,0,1,1452,0,2010
447,24,7000,0,0,0,1,0,6,5,1,1,5,1949,844,3,1,0,0,0,0,1,672,0,2008
448,103,9947,1,0,0,0,0,6,7,1,0,4,2004,864,4,1,0,0,0,0,1,1800,0,2006
449,70,8320,1,0,0,0,0,6,5,2,1,8,1915,0,3,1,0,0,0,0,1,912,0,2010
450,86,7200,1,0,0,0,0,7,5,2,0,6,1920,1518,4,1,0,0,0,0,1,1560,0,2006
451,62,8123,1,0,0,0,0,8,8,1,0,6,2007,768,2,1,0,0,0,0,1,1680,0,2006
452,44,10530,1,0,0,0,0,4,5,1,1,8,1954,718,3,1,0,0,0,0,1,1939,0,2008
453,,7399,0,0,1,0,0,5,5,2,1,6,2001,1073,3,1,0,0,0,0,1,1309,0,2009
454,,11184,1,0,0,0,0,5,4,2,0,6,1980,1560,3,1,0,0,0,0,1,1774,0,2008
455,80,12822,1,0,0,0,0,4,5,1,0,8,2002,1040,3,1,0,0,0,0,1,1682,0,2007
456,,13350,1,0,0,0,0,6,7,2,0,6,1989,780,3,1,0,0,0,0,1,1442,0,2009
457,72,6600,1,0,0,0,0,6,6,2,0,5,1968,1293,3,1,0,0,0,0,1,1961,0,2009
458,82,6000,1,0,0,0,0,7,5,2,0,7,1954,1753,3,1,0,0,0,0,1,1869,0,2006
459,85,5000,0,0,0,1,0,9,7,1,0,4,2006,884,3,1,0,0,0,0,1,1226,0,2007
460,174,11184,1,0,0,0,0,5,6,2,0,6,1915,1107,3,1,0,0,0,0,1,1500,0,2008
461,92,26178,0,0,0,0,1,5,6,1,0,7,1912,1053,3,1,0,0,0,0,1,1428,0,2007
462,67,6120,1,0,0,0,0,6,6,1,0,11,1951,840,3,1,0,0,0,0,1,1056,0,2010
463,65,10880,1,0,0,0,0,8,4,1,0,6,1970,912,2,1,0,0,0,0,1,1698,0,2008
464,21,4438,1,0,0,0,0,5,5,2,1,6,1955,866,3,1,0,0,0,0,1,1262,0,2010
465,21,9200,1,0,0,0,0,7,8,2,0,8,1986,819,3,1,0,0,0,0,1,1959,0,2007
466,67,8741,0,0,1,0,0,8,8,1,1,6,1934,1092,3,1,0,0,0,0,1,1350,0,2008
467,75,7060,1,0,0,0,0,8,5,1,1,8,1934,1584,2,1,0,0,0,0,1,1768,0,2007
468,52,10667,0,0,0,0,1,5,5,2,0,8,1966,1269,4,1,0,0,0,0,1,2153,0,2009
469,80,10708,1,0,0,0,0,10,5,1,0,5,2002,1029,3,1,0,0,0,0,1,1216,0,2007
470,65,12046,1,0,0,0,0,9,9,1,0,7,1996,1453,3,1,0,0,0,0,1,894,0,2007
471,51,2572,1,0,0,0,0,1,6,1,0,4,1984,707,3,1,0,0,0,0,1,1734,0,2008
472,,10793,1,0,0,0,0,6,5,0,0,5,2005,808,3,1,0,0,0,0,1,1680,0,2007
473,,40094,1,0,0,0,0,6,5,1,1,5,1965,864,3,1,0,0,0,0,1,1214,0,2009
474,36,9750,1,0,0,0,0,7,6,1,1,6,2003,483,3,1,0,0,0,0,1,1696,0,2008
475,50,9600,1,0,0,0,0,9,6,2,0,8,1961,3200,2,1,0,0,0,1,0,864,0,2010
476,107,9248,1,0,0,0,0,7,8,1,0,7,1999,1067,3,1,0,0,0,0,1,1792,0,2008
477,,9900,1,0,0,0,0,4,5,1,1,6,1994,756,4,1,0,0,0,0,1,1626,0,2007
478,69,10007,1,0,0,0,0,6,5,2,1,7,1990,1394,4,1,0,0,0,0,1,1679,0,2007
479,64,5720,0,0,1,0,0,9,7,2,1,7,1952,1248,3,1,0,0,0,0,1,1252,0,2008
480,,50271,1,0,0,0,0,6,5,1,0,5,2006,1086,2,1,0,0,0,0,1,860,0,2006
481,50,7018,0,0,0,0,1,8,5,2,0,4,2006,1113,3,1,0,0,0,0,1,1432,0,2006
482,120,20896,1,0,0,0,0,6,5,1,1,6,1948,458,3,1,0,0,0,0,1,2229,0,2009
483,73,32668,1,0,0,0,0,5,5,1,1,10,1951,1482,4,1,0,0,0,0,1,1484,0,2007
484,35,9196,1,0,0,0,0,8,5,1,1,6,2003,458,2,1,0,0,0,1,0,2344,0,2007
485,56,1526,1,0,0,0,0,8,5,1,0,5,2005,963,3,1,0,0,0,0,1,1616,0,2008
486,35,11404,0,0,0,0,1,6,5,2,0,6,1958,864,3,1,0,0,0,0,1,848,0,2009
487,,14191,1,0,0,0,0,5,5,2,0,6,1993,1196,3,1,0,0,0,0,1,902,0,2006
488,81,21535,0,1,0,0,0,5,8,1,1,7,1954,1606,3,1,0,0,0,0,1,1117,0,2009
489,65,4928,1,0,0,0,0,6,7,1,0,6,1980,940,2,1,0,0,0,1,0,1640,0,2008
490,75,8885,1,0,0,0,0,7,8,1,0,9,2007,680,3,1,0,0,0,0,1,1635,0,2007
491,72,11250,1,0,0,0,0,5,7,2,1,5,2004,1649,3,1,0,0,0,0,1,988,0,2008
492,,3922,1,0,0,0,0,9,6,3,0,7,1960,1063,2,1,0,0,0,0,1,1566,0,2009
493,100,10140,1,0,0,0,0,7,5,2,1,7,1919,2330,2,1,0,0,0,0,1,1164,0,2008
494,69,7050,0,1,0,0,0,7,6,2,1,6,2003,1704,1,0,0,1,0,0,1,1704,0,2007
495,58,10289,1,0,0,0,0,4,5,2,1,5,2004,1095,4,1,0,0,0,0,1,1692,0,2006
496,,6780,1,0,0,0,0,4,5,1,0,6,1989,864,4,1,0,0,0,0,1,2002,0,2008
497,70,8125,1,0,0,0,0,5,5,2,0,6,1978,1237,3,1,0,0,0,0,1,1573,0,2010
498,24,14115,1,0,0,0,0,6,7,1,1,8,1880,1086,4,1,0,0,0,0,1,904,0,2008
499,110,14260,1,0,0,0,0,6,6,3,0,6,1953,910,3,1,0,0,0,0,1,848,0,2010
500,60,8816,1,0,0,0,0,3,5,1,0,6,1961,930,2,1,0,0,0,0,1,1567,0,2009
501,94,11241,1,0,0,0,0,7,5,2,0,7,1997,0,2,1,0,0,0,0,1,1224,0,2009
502,,6000,1,0,0,0,0,7,5,1,0,8,1999,1314,3,1,0,0,0,0,1,1336,0,2010
503,45,9600,1,0,0,0,0,5,5,2,1,5,2005,783,4,1,0,0,0,0,1,747,0,2008
504,60,11500,1,0,0,0,0,3,5,2,1,4,1957,896,4,1,0,0,0,0,1,1509,0,2006
505,70,21535,1,0,0,0,0,6,6,1,1,7,2006,876,2,1,0,0,0,0,1,1767,0,2010
